FID,SOLMUTUNNU,LYHYTTUNNU,SOLMUTYYPP,X,Y,PROJ_X,PROJ_Y,NIMI1,NAMN1,NIMI2,NAMN2,REI_VOIM,AIK_VOIM,VERKKO,PYSAKKITYY,X-koord.,Y-koord.
"9589","4860249",V8649,P,"2562359","6692661","2562336","6692665",Peltotie,Åkervägen,Lahdentie,Lahtisvägen,"1","1","1","04",25.1259644000,60.3403238000
"9590","4860250",V8650,P,"2563177","6694398","2563175","6694424",Särkitie,Mörtvägen,Siikatie,Sikvägen,"1","1","1","04",25.1413176100,60.3557844300
"9591","4860251",V8651,P,"2562679","6693434","2562693","6693452",Täkytie,Agnfiskvägen,Pohjoinen Nikinmäent,Norra Nissbackavägen,"1","1","1","01",25.1319978600,60.3472111100
"9592","4860252",V8652,P,"2562639","6693511","2562626","6693501",Täkytie,Agnfiskvägen,Pohjoinen Nikinmäent,Norra Nissbackavägen,"1","1","1","01",25.1312974800,60.3479082200
"9593","4860253",V8653,P,"2562638","6693783","2562652","6693772",Koivumäki,Björkbacka,Pohjoinen Nikinmäent,Norra Nissbackavägen,"1","1","1","01",25.1313638800,60.3503491400
"9594","4860254",V8654,P,"2562729","6693817","2562708","6693836",Koivumäki,Björkbacka,Pohjoinen Nikinmäent,Norra Nissbackavägen,"1","1","1","04",25.1330224100,60.3506402200
"9595","4860255",V8655,P,"2562430","6693067","2562445","6693065",Nikinmäki,Nissbacka,Perhotie,Fjärilsvägen,"0","0","1","04",25.1273754300,60.3439561400
"9596","4860256",V8656,P,"2562966","6694300","2562946","6694298",Karppitie,Karpvägen,Pohjoinen Nikinmäent,Norra Nissbackavägen,"1","1","1","01",25.1374652700,60.3549377600
"9597","4860257",V8657,P,"2562922","6694185","2562949","6694185",Karppitie,Karpvägen,Pohjoinen Nikinmäent,Norra Nissbackavägen,"1","1","1","01",25.1366324400,60.3539126200
"9598","4860900",XV8443,P,"2562650","6693017","2562656","6693015",Nikinmäen srk-koti,Nissbacka församling,Sääskitie 43,Myggvägen 43,"0","0","0","99",25.1313431900,60.3434736500
"9599","4870201",V8701,P,"2558150","6694193","2558145","6694163",Lehmustontie,Lehmustovägen,Korsontie,Korsovägen,"1","1","1","02",25.0502051100,60.3546945100
"9600","4870202",V8702,P,"2558156","6693972","2558134","6693958",Taivaanvuohentie,Beckasinvägen,Kuovirinne,Spovbrinken,"0","0","0","99",25.0502500300,60.3527104800
"9601","4870203",V8703,P,"2557772","6694217","2557771","6694191",Vierumäentie,Vierumäkivägen,Korsontie,Korsovägen,"1","1","1","02",25.0433655200,60.3549637300
"9602","4870204",V8704,P,"2557737","6694162","2557739","6694194",Vierumäentie,Vierumäkivägen,Korsontie,Korsovägen,"1","1","1","02",25.0427158300,60.3544751500
"9603","4870205",V8705,P,"2557723","6694406","2557696","6694386",Haapanatie,Bläsandsvägen,Vierumäentie,Vierumäkivägen,"1","1","1","04",25.0425321300,60.3566667100
"9604","4870206",V8706,P,"2557636","6694397","2557665","6694422",Haapanatie,Bläsandsvägen,Vierumäentie,Vierumäkivägen,"1","1","1","04",25.0409536800,60.3565982800
"9605","4870207",V8707,P,"2557384","6694792","2557367","6694777",Räyskäkuja,Skräntärnagränden,Vierumäentie,Vierumäkivägen,"1","1","1","04",25.0365015700,60.3601785100
"9606","4870208",V8708,P,"2557386","6694705","2557411","6694726",Räyskäkuja,Skräntärnagränden,Vierumäentie,Vierumäkivägen,"1","1","1","02",25.0365130200,60.3593975200
"9607","4870209",V8709,P,"2557029","6695124","2557068","6695130",Ruokkitie,Tordmulsvägen,Vierumäentie,Vierumäkivägen,"1","1","1","04",25.0301645400,60.3632077000
"9608","4870210",V8710,P,"2558030","6693782","2558019","6693768",Korppitie,Korpvägen,Kurkitie,Tranvägen,"0","0","0","99",25.0479133300,60.3510234700
"9609","4870298",V8798,P,"2557136","6694994","2557164","6695018",Pilkkasiiventie,Svärtavägen,Vierumäentie,Vierumäkivägen,"1","1","1","04",25.0320662100,60.3620261000
"9610","4870299",V8799,P,"2557244","6694967","2557221","6694952",Pilkkasiiventie,Svärtavägen,Vierumäentie,Vierumäkivägen,"1","1","1","04",25.0340151200,60.3617686300
"9611","4880201",V8801,P,"2559526","6695765","2559507","6695771",Anttilantie,Anttilavägen,Lehmustontie,Lehmustovägen,"1","1","1","02",25.0755919600,60.3686019700
"9612","4880202",V8802,P,"2559435","6695707","2559448","6695694",Anttilantie,Anttilavägen,Lehmustontie,Lehmustovägen,"1","1","1","01",25.0739259300,60.3680948200
"9613","4880204",V8804,P,"2559095","6695288","2559114","6695282",Siepporinne,Flugsnapparbrinken,Lehmustontie,Lehmustovägen,"1","1","1","01",25.0676423100,60.3643844400
"9614","4880205",V8805,P,"2559169","6695354","2559157","6695362",Siepporinne,Flugsnapparbrinken,Lehmustontie,Lehmustovägen,"1","1","1","04",25.0690024000,60.3649659400
"9615","4880206",V8806,P,"2559558","6696075","2559576","6696071",Västäräkkikuja,Sädesärlsgränden,Koivikontie,Koivikkovägen,"1","1","1","04",25.0762635000,60.3713790900
"9616","4880207",V8807,P,"2559634","6696178","2559619","6696185",Västäräkkikuja,Sädesärlsgränden,Koivikontie,Koivikkovägen,"1","1","1","04",25.0776712300,60.3722922200
"9617","4880208",V8808,P,"2559841","6695550","2559834","6695538",Steinerkoulu,Steinerkoulu,Anttilantie,Anttilavägen,"1","1","1","02",25.0812358200,60.3666264200
"9618","4880209",V8809,P,"2559345","6695830","2559352","6695830",Variskuja,Kråkgränden,Variskuja,Kråkgränden,"0","0","1","04",25.0723314100,60.3692117100
"9619","4880210",V8810,P,"2560059","6695354","2560058","6695336",Satakielenaukio,Näktergalsplatsen,Anttilantie,Anttilavägen,"1","1","1","01",25.0851272600,60.3648354700
"9620","4880211",V8811,P,"2559870","6695487","2559882","6695495",Steinerkoulu,Steinerkoulu,Anttilantie,Anttilavägen,"1","1","1","02",25.0817425400,60.3660568200
"9621","4880212",V8812,P,"2560083","6695320","2560084","6695334",Satakielenaukio,Näktergalsplatsen,Urpiaisentie,Gråsiskavägen,"1","1","1","04",25.0855519400,60.3645268200
"9622","4880213",V8813,P,"2559501","6695677","2559521","6695698",Anttilantie,Anttilavägen,Anttilantie,Anttilavägen,"1","1","1","02",25.0751129600,60.3678159600
"9623","4880214",V8814,P,"2559196","6696008","2559187","6696025",Vähämuori,Vähämuori,Fallbackantie,Fallbackavägen,"1","1","1","04",25.0696838300,60.3708307300
"9624","4880215",V8815,P,"2559286","6695958","2559282","6695962",Vähämuori,Vähämuori,Fallbackantie,Fallbackavägen,"1","1","1","04",25.0713000100,60.3703689400
"9625","4880299",V8899,P,"2558639","6695401","2558649","6695386",Närhitie,Nötskriksvägen,Närhitie,Nötskriksvägen,"0","0","1","04",25.0594135600,60.3654644600
"9626","4900201",V9001,P,"2562823","6683135","2562811","6683154",Länsisalmentie,Västersundomvägen,Länsisalmentie,Västersundomvägen,"1","1","1","04",25.1314070400,60.2547710300
"9627","4900202",V9002,P,"2562750","6683181","2562731","6683168",Länsisalmentie,Västersundomvägen,Kehä III,Ring III,"1","1","1","04",25.1301031300,60.2551950300
"9628","4900203",V9003,P,"2563408","6683322","2563410","6683323",Hetbackantie,Hetbackavägen,Länsisalmentie,Västersundomsvägen,"1","1","1","02",25.1420285500,60.2563586600
"9629","4900204",V9004,P,"2563510","6681795","2563406","6681851",Vikkullantie,Vikkullavägen,Itäväylä,Österleden,"0","0","1","99",25.1433927500,60.2426402500
"9630","4900205",V9005,P,"2563393","6681737","2563356","6681760",Vikkullantie,Vikkullavägen,Itäväylä,Österleden,"0","0","1","99",25.1412628200,60.2421379600
"9631","4900206",V9006,P,"2562785","6683028","2562800","6683035",Länsisalmentie,Västersundomvägen,Kehä III,Ring III,"0","0","0","04",25.1306877900,60.2538167000
"9632","4900207",V9007,P,"2563386","6683176","2563387","6683180",Västersundoms skola,Västersundoms skola,Hetbackantie,Hetbackavägen,"1","1","1","99",25.1415856900,60.2550519500
"9633","4900208",V9008,P,"2563564","6683557","2563550","6683542",Länsisalmi,Västersundom,Sotungintie,Sottungsbyvägen,"1","1","1","04",25.1449191200,60.2584431800
"9634","4900209",V9009,P,"2563556","6683513","2563560","6683498",Länsisalmi,Västersundom,Länsisalmentie,Västersundomvägen,"1","1","1","04",25.1447608700,60.2580496000
"9635","4910101",,P,"2561471","6681802","2561480","6681831",Maalinauhantie,Målsnörsvägen,Keihästie,Spjutvägen,"0","0","1","08",25.1065907900,60.2430149000
"9636","4910103",,P,"2561799","6682312","2561768","6682312",Pallastunturintie,Pallastunturivägen,Länsimäentie,Västerkullavägen,"0","0","1","08",25.1126664500,60.2475419700
"9637","4910115",,P,"2561751","6682017","2561734","6682024",Kuulakuja,Kulgränden,Länsimäentie,Västerkullavägen,"0","0","1","08",25.1117102200,60.2449020100
"9638","4910117",,P,"2561617","6681711","2561600","6681717",Keihästie,Spjutvägen,Länsimäentie,Västerkullavägen,"0","0","1","08",25.1091985300,60.2421763100
"9639","4910118",,P,"2561581","6681730","2561602","6681724",Keihästie,Spjutvägen,Länsimäentie,Västerkullavägen,"0","0","1","08",25.1085544900,60.2423522400
"9640","4910122",,P,"2561674","6682726","2561674","6682706",Maratontie,Maratonvägen,Maratontie,Maratonvägen,"0","0","1","08",25.1105356000,60.2512759400
"9641","4910201",V9101,P,"2561469","6681802","2561478","6681831",Maalinauhantie,Målsnörsvägen,Keihästie,Spjutvägen,"1","1","1","04",25.1065546900,60.2430152000
"9642","4910202",V9102,P,"2561455","6681859","2561449","6681838",Maalinauhantie,Målsnörsvägen,Keihästie,Spjutvägen,"1","1","1","04",25.1063192300,60.2435288100
"9643","4910203",V9103,P,"2561790","6682312","2561768","6682313",Pallastunturintie,Pallastunturivägen,Länsimäentie,Västerkullavägen,"1","1","1","01",25.1125039700,60.2475433400
"9644","4910204",V9104,P,"2561747","6682266","2561766","6682265",Pallastunturintie,Pallastunturivägen,Länsimäentie,Västerkullavägen,"1","1","1","02",25.1117137200,60.2471370500
"9645","4910205",V9105,P,"2561781","6682800","2561773","6682767",Vartiotie,Vaktvägen,Länsimäentie,Västerkullavägen,"1","1","1","01",25.1124899800,60.2519238200
"9646","4910206",V9106,P,"2561743","6682745","2561772","6682752",Vartiotie,Vaktvägen,Länsimäentie,Västerkullavägen,"0","0","0","04",25.1117871600,60.2514360200
"9647","4910207",V9107,P,"2561715","6681711","2561725","6681734",Kilpakuja,Tävlingsgränden,Pallastunturintie,Pallastunturivägen,"0","0","1","08",25.1109674100,60.2421615200
"9648","4910208",V9108,P,"2561542","6681988","2561553","6681976",Estepolku,Hinderstigen,Maalinauhantie,Målsnörsvägen,"0","0","1","04",25.1079287100,60.2446733100
"9649","4910209",V9109,P,"2561821","6681802","2561819","6681788",Länsimäen kirkko,Västerkulla kyrka,Kerokuja,Kerogränden,"0","0","1","08",25.1129083800,60.2429621000
"9650","4910210",V9110,P,"2561471","6682185","2561489","6682184",Rajakentäntie,Råbyplansvägen,Maalinauhantie,Målsnörsvägen,"0","0","1","04",25.1067066900,60.2464518100
"9651","4910211",V9111,P,"2561788","6681680","2561797","6681701",Länsimäen terveysas.,Västerkulla hälsost.,Keilakuja,Kägelgränden,"0","0","1","04",25.1122756200,60.2418723100
"9652","4910212",V9112,P,"2561974","6682225","2561970","6682206",Suunnistajankuja,Orienterargränden,Pallastunturintie,Pallastunturivägen,"0","0","1","04",25.1157991300,60.2467347600
"9653","4910213",V9113,P,"2561850","6682189","2561850","6682207",Suunnistajankuja,Orienterargränden,Pallastunturintie,Pallastunturivägen,"0","0","1","08",25.1135496800,60.2464305000
"9654","4910214",V9114,P,"2561986","6681906","2561983","6681907",Lumikero,Lumikero,Pallastunturintie,Pallastunturivägen,"0","0","1","04",25.1159184000,60.2438703600
"9655","4910215",V9115,P,"2561751","6682015","2561733","6682022",Kuulakuja,Kulgränden,Länsimäentie,Västerkullavägen,"1","1","1","01",25.1117096100,60.2448840700
"9656","4910216",V9116,P,"2561665","6681941","2561693","6681929",Kuulakuja,Kulgränden,Länsimäentie,Västerkullavägen,"1","1","1","01",25.1101347400,60.2442330100
"9657","4910217",V9117,P,"2561616","6681708","2561599","6681715",Keihästie,Spjutvägen,Länsimäentie,Västerkullavägen,"1","1","1","01",25.1091795700,60.2421495400
"9658","4910218",V9118,P,"2561582","6681731","2561602","6681725",Keihästie,Spjutvägen,Länsimäentie,Västerkullavägen,"1","1","1","01",25.1085728500,60.2423610600
"9659","4910219",V9119,P,"2561879","6682662","2561861","6682663",Vartiokuja,Vaktgränden,Vartiotie,Vaktvägen,"0","0","1","08",25.1142173300,60.2506706300
"9660","4910220",V9120,P,"2561649","6682233","2561649","6682224",Rajakentänkuja,Råbyplansgränden,Rajakentäntie,Råbyplansvägen,"0","0","1","04",25.1099345500,60.2468557200
"9661","4910221",V9121,P,"2561768","6682598","2561772","6682643",Maratontie,Maratonvägen,Länsimäentie,Västerkullavägen,"1","1","1","01",25.1121938100,60.2501131200
"9662","4910222",V9122,P,"2561668","6682712","2561693","6682706",Maratontie,Maratonvägen,Maratontie,Maratonvägen,"1","1","1","01",25.1104230200,60.2511512200
"9663","4910223",V9123,P,"2561580","6682052","2561567","6682041",Estepolku,Hinderstigen,Maalinauhantie,Målsnörsvägen,"0","0","1","08",25.1086340600,60.2452419000
"9664","4910224",V9124,P,"2561747","6681746","2561738","6681728",Kilpakuja,Tävlingsgränden,Pallastunturintie,Pallastunturivägen,"0","0","1","08",25.1115556400,60.2424707700
"9665","4910225",V9125,P,"2561694","6682207","2561694","6682221",Rajakentänkuja,Råbyplansgränden,Rajakentäntie,Råbyplansvägen,"0","0","1","08",25.1107390100,60.2466156100
"9666","4910226",V9126,P,"2561823","6681712","2561813","6681693",Länsimäen terveysas.,Västerkulla hälsost.,Pallastunturintie,Pallastunturivägen,"0","0","1","04",25.1129170900,60.2421541700
"9667","4910228",V9128,P,"2561997","6681988","2562017","6681979",Lumikero,Lumikero,Pallastunturintie,Pallastunturivägen,"0","0","1","08",25.1161419900,60.2446045300
"9668","4910900",XV9101,P,"2561809","6681676","2561824","6681669",Länsimäen Terveysas.,Västerkulla hälsost.,Keilakuja 1,Kägelgränden 1,"0","0","0","99",25.1126534400,60.2418332400
"9669","4910901",XV9109,P,"2561820","6681803","2561816","6681790",Länsimäen Kirkko,Västerkulla kyrka,Kerokuja 9,Kerogränden 9,"0","0","0","99",25.1128906300,60.2429712300
"9670","4910902",XV9112,P,"2561495","6682238","2561496","6682235",Rajakenttä,Råbyplan,Rajakentäntie 12,Råbyplansvägen 12,"0","0","0","99",25.1071559900,60.2469238000
"9671","4920201",V9201,P,"2563127","6685409","2563144","6685422",Pitkäniityntie,Långängsvägen,Sotungintie,Sottungsbyvägen,"1","1","1","04",25.1376040400,60.2751299200
"9672","4920202",V9202,P,"2563127","6685481","2563111","6685458",Pitkäniityntie,Långängsvägen,Sotungintie,Sottungsbyvägen,"1","1","1","04",25.1376264700,60.2757760200
"9673","4920203",V9203,P,"2563170","6685063","2563193","6685075",Kaivolanmäki,Brunnsbacken,Sotungintie,Sottungsbyvägen,"1","1","1","04",25.1382731200,60.2720184400
"9674","4920204",V9204,P,"2563190","6685198","2563167","6685194",Kaivolanmäki,Brunnsbacken,Sotungintie,Sottungsbyvägen,"1","1","1","04",25.1386765300,60.2732267600
"9675","4920205",V9205,P,"2563173","6684658","2563193","6684654",Nevaniityntie,Mossängsvägen,Sotungintie,Sottungsbyvägen,"1","1","1","04",25.1382011200,60.2683837000
"9676","4920206",V9206,P,"2563237","6684723","2563211","6684728",Nevaniityntie,Mossängsvägen,Sotungintie,Sottungsbyvägen,"1","1","1","04",25.1393774900,60.2689570700
"9677","4920207",V9207,P,"2563295","6684212","2563296","6684212",Rapuojantie,Krabbäcksvägen,Sotungintie,Sottungsbyvägen,"1","1","1","04",25.1402657300,60.2643626200
"9678","4920208",V9208,P,"2563309","6684273","2563283","6684266",Rapuojantie,Krabbäcksvägen,Sotungintie,Sottungsbyvägen,"1","1","1","04",25.1405376400,60.2649078300
"9679","4930201",V9301,P,"2561027","6684517","2561043","6684505",Vaaralantie,Fagerstavägen,Hakunilantie,Håkansbölevägen,"1","1","1","01",25.0993927400,60.2674449000
"9680","4930202",V9302,P,"2561251","6684760","2561235","6684769",Kehä III,Ring III,Hakunilantie,Håkansbölevägen,"1","1","1","04",25.1035124200,60.2695919400
"9681","4930203",V9303,P,"2561153","6684792","2561144","6684775",Hakunilantie,Håkansbölevägen,Kehä III,Ring III,"1","1","1","02",25.1017517000,60.2698937900
"9682","4930204",V9304,P,"2561132","6684602","2561115","6684614",Vaaralantie,Fagerstavägen,Hakunilantie,Håkansbölevägen,"1","1","1","01",25.1013150600,60.2681919500
"9683","4930205",V9305,P,"2560882","6684300","2560903","6684287",Vaaralan Talkootie,Fagersta Talkovägen,Hakunilantie,Håkansbölevägen,"1","1","1","01",25.0967083400,60.2655192700
"9684","4930206",V9306,P,"2560981","6684370","2560963","6684381",Vaaralan Talkootie,Fagersta Talkovägen,Hakunilantie,Håkansbölevägen,"1","1","1","01",25.0985176000,60.2661326500
"9685","4930207",V9307,P,"2561049","6683410","2561059","6683404",Fazerin portti,Fazers port,Fazerinkuja,Fazersgränden,"0","0","1","04",25.0994570100,60.2575078000
"9686","4930208",V9308,P,"2560757","6684019","2560740","6684032",Kirkkokuja,Kyrkogränden,Hakunilantie,Håkansbölevägen,"1","1","1","01",25.0943663300,60.2630163000
"9687","4930209",V9309,P,"2560689","6684011","2560712","6683994",Kirkkokuja,Kyrkogränden,Hakunilantie,Håkansbölevägen,"1","1","1","01",25.0931357600,60.2629546200
"9688","4930210",V9310,P,"2560431","6683888","2560448","6683872",Rajatie,Råvägen,Kuussillantie,Sexbrovägen,"1","1","1","04",25.0884392900,60.2618891300
"9689","4930211",V9311,P,"2560544","6683912","2560537","6683933",Rajatie,Råvägen,Kuussillantie,Sexbrovägen,"1","1","1","01",25.0904873200,60.2620877600
"9690","4930212",V9312,P,"2561757","6683299","2561733","6683300",Fazerintie,Fazersvägen,Länsimäentie,Västerkullavägen,"1","1","1","01",25.1122084800,60.2564052800
"9691","4930213",V9313,P,"2561702","6683265","2561735","6683264",Fazerintie,Fazersvägen,Länsimäentie,Västerkullavägen,"1","1","1","04",25.1112049700,60.2561084900
"9692","4930214",V9314,P,"2561938","6683437","2561917","6683465",Valio,Valio,Kuussillantie,Sexbrovägen,"0","0","1","99",25.1155190200,60.2576162300
"9693","4930215",V9315,P,"2561883","6683488","2561906","6683457",Valio,Valio,Kuussillantie,Sexbrovägen,"0","0","1","99",25.1145413700,60.2580822200
"9694","4930216",V9316,P,"2562168","6683568","2562150","6683593",Lemmenkuja,Älskogsgränden,Kuussillantie,Sexbrovägen,"0","0","1","99",25.1197125600,60.2587568200
"9695","4930217",V9317,P,"2562056","6683583","2562075","6683548",Lemmenkuja,Älskogsgränden,Kuussillantie,Sexbrovägen,"0","0","1","99",25.1176945500,60.2589084500
"9696","4930218",V9318,P,"2561189","6683512","2561202","6683528",Fazerinkuja,Fazersgränden,Fazerintie,Fazersvägen,"1","1","1","04",25.1020159300,60.2584021600
"9697","4930219",V9319,P,"2561153","6683614","2561139","6683603",Fazerinkuja,Fazersgränden,Fazerintie,Fazersvägen,"1","1","1","02",25.1013965500,60.2593228600
"9698","4930220",V9320,P,"2561368","6683397","2561378","6683410",Fazerila,Fazers,Fazerintie,Fazersvägen,"1","1","1","01",25.1052136800,60.2573433300
"9699","4930221",V9321,P,"2561263","6683501","2561308","6683461",Fazerila,Fazers,Fazerintie,Fazersvägen,"1","1","1","01",25.1033489600,60.2582923600
"9700","4930222",V9322,P,"2562292","6683772","2562282","6683765",Pitkäsuontie,Långmossevägen,Kehä III,Ring III,"0","0","0","04",25.1220144900,60.2605685300
"9701","4930223",V9323,P,"2560720","6684422","2560722","6684427",Harjunreuna,Åsliden,Vaaralan Talkootie,Fagersta Talkovägen,"1","1","1","04",25.0938187000,60.2666381900
"9702","4930224",V9324,P,"2560628","6684744","2560642","6684740",Kaunispolku,Fagerstigen,Kaunisharju,Fageråsen,"1","1","1","04",25.0922531300,60.2695413700
"9703","4930225",V9325,P,"2560645","6685074","2560631","6685080",Sakarakuja,Spetsgränden,Lahdentie,Lahtisvägen,"1","1","1","04",25.0926589400,60.2725001500
"9704","4930226",V9326,P,"2560780","6685392","2560790","6685387",Hiirakkorinne,Musblacksbrinken,Lahdentie,Lahtisvägen,"1","1","1","04",25.0951932900,60.2753336800
"9705","4930227",V9327,P,"2560921","6684653","2560901","6684662",Vaaralankulma,Fagerstavinkeln,Vaaralankulma,Fagerstavinkeln,"1","1","1","04",25.0975188300,60.2686811500
"9706","4930228",V9328,P,"2560501","6684247","2560497","6684228",Rajarinne,Råbrinken,Rajarinne,Råbrinken,"0","0","0","99",25.0898106100,60.2651003100
"9707","4930229",V9329,P,"2560946","6683739","2560940","6683726",Kuussillankuja,Sexbrogränden,Kuussillantie,Sexbrovägen,"1","1","1","04",25.0976958200,60.2604755100
"9708","4930230",V9330,P,"2560800","6685348","2560776","6685361",Hiirakkorinne,Musblacksbrinken,Lahdentie,Lahtisvägen,"1","1","1","01",25.0955414500,60.2749358700
"9709","4930231",V9331,P,"2561961","6684031","2561968","6684014",Pitkäsuo,Långmoss,Länsimäentie,Västerkullavägen,"1","1","1","01",25.1161157700,60.2629430500
"9710","4930232",V9332,P,"2561745","6683438","2561723","6683444",Fazerintie,Fazersvägen,Länsimäentie,Västerkullavägen,"1","1","1","01",25.1120340800,60.2576544300
"9711","4930233",V9333,P,"2561013","6684835","2561016","6684838",Hakunilantie,Håkansbölevägen,Kehä III,Ring III,"1","1","1","01",25.0992355200,60.2703006100
"9712","4930234",V9334,P,"2561953","6683920","2561962","6683920",Pitkäsuo,Långmoss,Kehä III,Ring III,"1","1","1","01",25.1159373800,60.2619481900
"9713","4930235",V9335,P,"2560839","6684460","2560816","6684470",Vaaralanpolku,Fagerstastigen,Vaaralankulma,Fagerstavinkeln,"1","1","1","04",25.0959796400,60.2669614700
"9714","4930236",V9336,P,"2560809","6684928","2560795","6684918",Harjunreuna,Åsliden,Vaaralankulma,Fagerstavinkeln,"1","1","1","04",25.0955780800,60.2711656000
"9715","4940200",V9400,P,"2562121","6685970","2562116","6685981",Hakunilan uimahalli,Håkansböle simhall,Hakunilan uimahalli,Håkansböle simhall,"1","1","1","04",25.1195997200,60.2803184700
"9716","4940201",V9401,P,"2562420","6685944","2562396","6685930",Sotungin koulu,Sotungin koulu,Sotungintie,Sottungsbyvägen,"1","1","1","01",25.1249948600,60.2800395200
"9717","4940202",V9402,P,"2562434","6685859","2562440","6685863",Sotungin koulu,Sotungin koulu,Sotungintie,Sottungsbyvägen,"1","1","1","01",25.1252216500,60.2792746300
"9718","4940203",V9403,P,"2561988","6685980","2561988","6686003",Hakunilan uimahalli,Håkansböle simhall,Hakunilantie,Håkansbölevägen,"1","1","1","01",25.1171993600,60.2804284400
"9719","4940204",V9404,P,"2561662","6685545","2561682","6685523",Ravurinpolku,Travarstigen,Hevoshaantie,Hästhagsvägen,"1","1","1","04",25.1111758800,60.2765743300
"9720","4940205",V9405,P,"2561736","6685531","2561714","6685551",Ravurinpolku,Travarstigen,Hevoshaantie,Hästhagsvägen,"1","1","1","04",25.1125087100,60.2764375100
"9721","4940206",V9406,P,"2561513","6685393","2561540","6685376",Hevoshaantie,Hästhagsvägen,Hevoshaantie,Hästhagsvägen,"1","1","1","04",25.1084375000,60.2752328300
"9722","4940207",V9407,P,"2561553","6685342","2561529","6685350",Hevoshaantie,Hästhagsvägen,Hevoshaantie,Hästhagsvägen,"1","1","1","04",25.1091447400,60.2747691500
"9723","4940208",V9408,P,"2561360","6685006","2561375","6684988",Vuorilehdonkuja,Berglundsgränden,Hevoshaantie,Hästhagsvägen,"1","1","1","02",25.1055559500,60.2717830800
"9724","4940209",V9409,P,"2561383","6684972","2561370","6684985",Vuorilehdonkuja,Berglundsgränden,Hevoshaantie,Hästhagsvägen,"1","1","1","04",25.1059611800,60.2714745200
"9725","4940210",V9410,P,"2560847","6685989","2560847","6685993",Pitkäsentie,Langisvägen,Kyytitie,Skjutsvägen,"1","1","1","01",25.0965831100,60.2806809500
"9726","4940211",V9411,P,"2560794","6686009","2560792","6686004",Pitkäsentie,Langisvägen,Kyytitie,Skjutsvägen,"1","1","1","01",25.0956313400,60.2808683300
"9727","4940212",V9412,P,"2561217","6685872","2561229","6685891",Liinakkokuja,Linluggsgränden,Kyytitie,Skjutsvägen,"1","1","1","01",25.1032340500,60.2795757000
"9728","4940213",V9413,P,"2561149","6685940","2561147","6685926",Liinakkokuja,Linluggsgränden,Kyytitie,Skjutsvägen,"1","1","1","01",25.1020257800,60.2801961000
"9729","4940214",V9414,P,"2561342","6685695","2561365","6685679",Raudikkokuja,Fuxgränden,Hakunilantie,Håkansbölevägen,"1","1","1","01",25.1054392800,60.2779686000
"9730","4940215",V9415,P,"2561366","6685810","2561359","6685802",Säkäkuja,Mankgränden,Kyytitie,Skjutsvägen,"1","1","1","01",25.1059077700,60.2789969500
"9731","4940216",V9416,P,"2561258","6685512","2561286","6685508",Raudikkopolku,Fuxstigen,Hakunilantie,Håkansbölevägen,"1","1","1","01",25.1038661200,60.2763390500
"9732","4940217",V9417,P,"2561308","6685506","2561286","6685509",Raudikkopolku,Fuxstigen,Hakunilantie,Håkansbölevägen,"1","1","1","01",25.1047677400,60.2762777000
"9733","4940218",V9418,P,"2561255","6685285","2561280","6685285",Hevoshaanpolku,Hästhagsstigen,Hakunilantie,Håkansbölevägen,"1","1","1","01",25.1037433100,60.2743024900
"9734","4940219",V9419,P,"2561305","6685286","2561280","6685285",Hevoshaanpolku,Hästhagsstigen,Hakunilantie,Håkansbölevägen,"1","1","1","01",25.1046469900,60.2743039500
"9735","4940220",V9420,P,"2561259","6685154","2561283","6685154",Hepopolku,Häststigen,Hakunilantie,Håkansbölevägen,"1","1","1","01",25.1037759900,60.2731263500
"9736","4940221",V9421,P,"2561305","6685157","2561282","6685158",Hepopolku,Häststigen,Hakunilantie,Håkansbölevägen,"1","1","1","01",25.1046079700,60.2731463600
"9737","4940222",V9422,P,"2561162","6686052","2561139","6686064",Kaskelanrinne,Brokärrsbrinken,Lahdentie,Lahtisvägen,"1","1","1","02",25.1022945100,60.2811991900
"9738","4940223",V9423,P,"2561080","6685990","2561099","6685981",Kaskelanrinne,Brokärrsbrinken,Lahdentie,Lahtisvägen,"1","1","1","04",25.1007939700,60.2806551100
"9739","4940224",V9424,P,"2562082","6686085","2562103","6686071",Sotungintie,Sottungsbyvägen,Hakunilantie,Håkansbölevägen,"1","1","1","01",25.1189302000,60.2813563700
"9740","4940225",V9425,P,"2562155","6686193","2562137","6686191",Sotungintie,Sottungsbyvägen,Hakunilantie,Håkansbölevägen,"1","1","1","01",25.1202825400,60.2823143900
"9741","4940226",V9426,P,"2562176","6686477","2562193","6686458",Nissaksentie,Nissasvägen,Hakunilantie,Håkansbölevägen,"1","1","1","01",25.1207492300,60.2848596800
"9742","4940227",V9427,P,"2562287","6686515","2562271","6686531",Nissaksentie,Nissasvägen,Hakunilantie,Håkansbölevägen,"1","1","1","01",25.1227670400,60.2851837400
"9743","4940228",V9428,P,"2562185","6686080","2562196","6686105",Sotungintie,Sottungsbyvägen,Sotungintie,Sottungsbyvägen,"1","1","1","01",25.1207900100,60.2812958100
"9744","4940229",V9429,P,"2562332","6686680","2562341","6686700",Nissas,Nissas,Nissaksen pysäk.alue,Nissas park.plats,"1","1","1","01",25.1236311300,60.2866575000
"9745","4940230",V9430,P,"2561271","6685591","2561262","6685579",Kimokujan koulu,Kimokujan koulu,Kimokuja,Skimmelgränden,"1","1","1","01",25.1041248900,60.2770460100
